instance_id	structure_id	logical_unit_id	physical_unit_id	patient_id	block_id	physical_specimen_id	gt_source_id	gt_definition_modality	gt_geometry_locator	boundary_uncertainty	confirmation_status	allowed_use	forbidden_use
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp46	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp47	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp48	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp49	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp50	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp51	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp52	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp53	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp54	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp55	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp56	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp57	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp58	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp59	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp60	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp61	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp62	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp63	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp64	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp65	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp66	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp67	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp68	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp69	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp70	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
TSB::ST_CRC_CMS::SN048_A121573_Rep2::comp71	TUMOR_STROMA_BOUNDARY	ST_CRC_CMS	ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a		STCRC_PATHOLOGY::SN048_A121573_Rep2	pathologist spot categorization on H&E (QuPath/Loupe; Valdeolivas et al. 2024, npj Precis Oncol, doi:10.1038/s41698-023-00488-4), deposited at Zenodo 7760264	data/other_sources/zenodo_st_crc_cms/Pathology_SpotAnnotations/Pathologist_Annotations_SN048_A121573_Rep2.csv#tsb_label_family=tumor&stroma,tumor&stroma IC med to high,tumor&stroma_IC low,tumor&stroma_IC med to high	spot-resolution (55 um) pathologist categorization; boundary instance = hex-connected component of tumor&stroma-family spots; per-file annotator identity is attributed only for A938797 (Pathologist_KH header)	CONFIRMATORY	predeclared internal validation within frozen outer splits; molecular-only input budgets	training, tuning, external confirmation, or role replacement; as model input feature or label; any use with H&E- or image-derived inputs
